subjek,kategori,tabel_ringkas,tabel_lengkap,endpoint
Statistik Ekonomi,Neraca Ekonomi,"[Seri 1993] 3. Distribusi PDB Atas Dasar Harga Berlaku Menurut Pengeluaran (Persen), 1993 - 2000","[Seri 1993] 3. Distribusi PDB Atas Dasar Harga Berlaku Menurut Pengeluaran (Persen), 2000",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1641/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 1993] 4. Laju Pertumbuhan Y on Y PDB Atas Dasar Harga Konstan Menurut Pengeluaran (Persen), 1993 - 2000","[Seri 1993] 4. Laju Pertumbuhan Y on Y PDB Atas Dasar Harga Konstan Menurut Pengeluaran (Persen), 2000",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1651/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 1993] 5. Laju Implisit PDB Menurut Pengeluaran (Persen), 1993 - 2000","[Seri 1993] 5. Laju Implisit PDB Menurut Pengeluaran (Persen), 2000",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1665/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2000] 1. PDB Triwulanan Atas Dasar Harga Berlaku Menurut Pengeluaran (Milyar Rupiah), 2000 - 2014","[Seri 2000] 1. PDB Triwulanan Atas Dasar Harga Berlaku Menurut Pengeluaran (Milyar Rupiah), 2014",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1624/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2000] 2. PDB Triwulanan Atas Dasar Harga Konstan Menurut Pengeluaran (Milyar Rupiah), 2000 - 2014","[Seri 2000] 2. PDB Triwulanan Atas Dasar Harga Konstan Menurut Pengeluaran (Milyar Rupiah), 2014",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1634/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2000] 3. Distribusi PDB Triwulanan Atas Dasar Harga Berlaku Menurut Pengeluaran (Persen), 2000 - 2014","[Seri 2000] 3. Distribusi PDB Triwulanan Atas Dasar Harga Berlaku Menurut Pengeluaran (Persen), 2014",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1643/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2000] 4. Laju Pertumbuhan Q to Q PDB Triwulanan Atas Dasar Harga Konstan Menurut Pengeluaran (Persen), 2000 - 2014","[Seri 2000] 4. Laju Pertumbuhan Q to Q PDB Triwulanan Atas Dasar Harga Konstan Menurut Pengeluaran (Persen), 2014",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1654/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2000] 5. Laju Pertumbuhan Y on Y PDB Triwulanan Atas Dasar Harga Konstan Menurut Pengeluaran (Persen), 2000 - 2014","[Seri 2000] 5. Laju Pertumbuhan Y on Y PDB Triwulanan Atas Dasar Harga Konstan Menurut Pengeluaran (Persen), 2014",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1655/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2000] 6. Laju Pertumbuhan C to C PDB Triwulanan Atas Dasar Harga Konstan Menurut Pengeluaran (Persen), 2000 - 2014","[Seri 2000] 6. Laju Pertumbuhan C to C PDB Triwulanan Atas Dasar Harga Konstan Menurut Pengeluaran (Persen), 2014",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1657/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2000] 7. Laju Implisit Q to Q PDB Triwulanan Menurut Pengeluaran (Persen), 2000 - 2014","[Seri 2000] 7. Laju Implisit Q to Q PDB Triwulanan Menurut Pengeluaran (Persen), 2014",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1666/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2000] 8. Laju Implisit Y on Y PDB Triwulanan Menurut Pengeluaran (Persen), 2000 - 2014","[Seri 2000] 8. Laju Implisit Y on Y PDB Triwulanan Menurut Pengeluaran (Persen), 2014",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1667/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"Laju Pertumbuhan PDB Menurut Lapangan Usaha (Persen), 2000 - 2014","Laju Pertumbuhan PDB Menurut Lapangan Usaha (Persen), 2014",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/9/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"NAD Penggunaan (Milyar Rupiah), 2002 - 2015","NAD Penggunaan (Milyar Rupiah), 2015",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/29/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"NAD Sumber (Milyar Rupiah), 2002 - 2015","NAD Sumber (Milyar Rupiah), 2015",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/30/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"PDB Menurut Lapangan Usaha (Milyar Rupiah), 2000 - 2014","PDB Menurut Lapangan Usaha (Milyar Rupiah), 2014",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/8/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"Produk Domestik Regional Bruto Tanpa Migas per Kapita Atas Dasar Harga Konstan 2000 Menurut Provinsi (Ribu Rupiah), 2000 - 2013","Produk Domestik Regional Bruto Tanpa Migas per Kapita Atas Dasar Harga Konstan 2000 Menurut Provinsi (Ribu Rupiah), 2013",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/670/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"Struktur Nilai Tambah Bruto (NTB) Menurut Sektor Ekonomi, 1995 - 2005","Struktur Nilai Tambah Bruto (NTB) Menurut Sektor Ekonomi, 2005",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/47/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"Struktur Output Menurut Sektor Ekonomi, 1995 - 2005","Struktur Output Menurut Sektor Ekonomi, 2005",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/46/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"Tabel Input Output 185 Produk, 2010","Tabel Input Output 185 Produk, 2010",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/2057/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"Perkembangan Produk Domestik Bruto dan Produk Domestik Bruto per Kapita Atas Dasar Harga Konstan 2010, 2010-2016","Perkembangan Produk Domestik Bruto dan Produk Domestik Bruto per Kapita Atas Dasar Harga Konstan 2010, 2010-2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1866/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"Transaksi Domestik Atas Dasar Harga Dasar, 2010","Transaksi Domestik Atas Dasar Harga Dasar, 2010",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1897/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"Indeks Daya Penyebaran dan Indeks Derajat Kepekaan Menurut Sektor Ekonomi, 1995, 2000, 2005, dan 2010","Indeks Daya Penyebaran dan Indeks Derajat Kepekaan Menurut Sektor Ekonomi, 1995, 2000, 2005, dan 2010",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1197/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"Perkembangan Beberapa Agregat Pendapatan dan Pendapatan per Kapita Atas Dasar Harga Berlaku, 2010-2016","Perkembangan Beberapa Agregat Pendapatan dan Pendapatan per Kapita Atas Dasar Harga Berlaku, 2010-2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1865/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"Laju Pertumbuhan PDB per Kapita Beberapa Negara Menurut Harga Konstan (persen), 2000-2015","Laju Pertumbuhan PDB per Kapita Beberapa Negara Menurut Harga Konstan (persen), 2000-2015",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1244/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"Laju Pertumbuhan Produk Domestik Bruto Beberapa Negara di Beberapa Negara Menurut Harga Konstan, 2000-2015","Laju Pertumbuhan Produk Domestik Bruto Beberapa Negara di Beberapa Negara Menurut Harga Konstan, 2000-2015",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1243/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"Transaksi Total Atas Dasar Harga Dasar, 2010","Transaksi Total Atas Dasar Harga Dasar, 2010",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1896/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,Klasifikasi 17 Sektor Tabel Input-Output Indonesia 2010,Klasifikasi 17 Sektor Tabel Input-Output Indonesia 2010,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1898/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[SERI 2010] PDRB Atas Dasar Harga Berlaku Menurut Pengeluaran Kabupaten/Kota (Milyar Rupiah), 2010 - 2024","[SERI 2010] PDRB Atas Dasar Harga Berlaku Menurut Pengeluaran Kabupaten/Kota (Milyar Rupiah), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2193/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[SERI 2010] 1. PDRB Atas Dasar Harga Berlaku Menurut Pengeluaran (Milyar Rupiah), 2010 - 2025","[SERI 2010] 1. PDRB Atas Dasar Harga Berlaku Menurut Pengeluaran (Milyar Rupiah), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/534/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[SERI 2010] 5. Indeks Implisit PDRB Menurut Pengeluaran (2010=100), 2010 - 2025","[SERI 2010] 5. Indeks Implisit PDRB Menurut Pengeluaran (2010=100), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/541/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[SERI 2010] 2. PDRB Atas Dasar Harga Konstan Menurut Pengeluaran (2010=100) (Milyar Rupiah), 2010 - 2025","[SERI 2010] 2. PDRB Atas Dasar Harga Konstan Menurut Pengeluaran (2010=100) (Milyar Rupiah), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/533/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[SERI 2010] 3. Distribusi PDRB Atas Dasar Harga Berlaku Menurut Pengeluaran (Persen), 2010 - 2025","[SERI 2010] 3. Distribusi PDRB Atas Dasar Harga Berlaku Menurut Pengeluaran (Persen), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/542/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[SERI 2010] 4. Laju Pertumbuhan (Y on Y) PDRB Atas Dasar Harga Konstan Menurut Pengeluaran (2010=100) (Persen), 2011 - 2025","[SERI 2010] 4. Laju Pertumbuhan (Y on Y) PDRB Atas Dasar Harga Konstan Menurut Pengeluaran (2010=100) (Persen), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/540/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] PDRB Triwulanan Atas Dasar Harga Berlaku Menurut Lapangan Usaha di Provinsi Seluruh Indonesia (Milyar Rupiah), 2010 - 2025","[Seri 2010] PDRB Triwulanan Atas Dasar Harga Berlaku Menurut Lapangan Usaha di Provinsi Seluruh Indonesia (Milyar Rupiah), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2268/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] PDRB Triwulanan Atas Dasar Harga Konstan Menurut Lapangan Usaha di Provinsi Seluruh Indonesia (Milyar Rupiah), 2010 - 2025","[Seri 2010] PDRB Triwulanan Atas Dasar Harga Konstan Menurut Lapangan Usaha di Provinsi Seluruh Indonesia (Milyar Rupiah), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2267/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] 1. PDB Triwulanan Atas Dasar Harga Berlaku menurut Pengeluaran (Milyar Rupiah), 2010 - 2025","[Seri 2010] 1. PDB Triwulanan Atas Dasar Harga Berlaku menurut Pengeluaran (Milyar Rupiah), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1955/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] 2. PDB Triwulanan Atas Dasar Harga Konstan menurut Pengeluaran (Milyar Rupiah), 2010 - 2025","[Seri 2010] 2. PDB Triwulanan Atas Dasar Harga Konstan menurut Pengeluaran (Milyar Rupiah), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1956/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] 3. Distribusi PDB Triwulanan Atas Dasar Harga Berlaku menurut Pengeluaran (Persen), 2010 - 2025","[Seri 2010] 3. Distribusi PDB Triwulanan Atas Dasar Harga Berlaku menurut Pengeluaran (Persen), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/110/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] 4. Laju Pertumbuhan PDB menurut Pengeluaran (Persen), 2010 - 2025","[Seri 2010] 4. Laju Pertumbuhan PDB menurut Pengeluaran (Persen), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/108/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] 5. Laju Implisit PDB Atas Dasar Harga Konstan 2010 menurut Pengeluaran (Persen), 2010 - 2025","[Seri 2010] 5. Laju Implisit PDB Atas Dasar Harga Konstan 2010 menurut Pengeluaran (Persen), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/109/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] 6. Sumber Pertumbuhan Q to Q PDB Triwulanan Menurut Pengeluaran (Persen), 2010 - 2025","[Seri 2010] 6. Sumber Pertumbuhan Q to Q PDB Triwulanan Menurut Pengeluaran (Persen), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2128/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] 7. Sumber Pertumbuhan Y on Y PDB Triwulanan Menurut Pengeluaran (Persen), 2011 - 2025","[Seri 2010] 7. Sumber Pertumbuhan Y on Y PDB Triwulanan Menurut Pengeluaran (Persen), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2129/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] 8. Sumber Pertumbuhan C to C PDB Triwulanan Menurut Pengeluaran (Persen), 2011 - 2025","[Seri 2010] 8. Sumber Pertumbuhan C to C PDB Triwulanan Menurut Pengeluaran (Persen), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2130/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] Sumber Pertumbuhan PDB Menurut Lapangan Usaha Seri 2010 (Persen), 2010 - 2025","[Seri 2010] Sumber Pertumbuhan PDB Menurut Lapangan Usaha Seri 2010 (Persen), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/554/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] Laju Implisit PDB Menurut Lapangan Usaha Seri 2010 (Persen), 2011 - 2025","[Seri 2010] Laju Implisit PDB Menurut Lapangan Usaha Seri 2010 (Persen), 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/105/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,"[Seri 2010] Indeks Implisit PDB Menurut Lapangan Usaha Seri 2010, 2013 - 2025","[Seri 2010] Indeks Implisit PDB Menurut Lapangan Usaha Seri 2010, 2025",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/129/key/[WebAPI_KEY]
Statistik Ekonomi,Neraca Ekonomi,Peringkat Indonesia Dibandingkan Negara Lain,Peringkat Indonesia Dibandingkan Negara Lain,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1242/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Ikan Kembung Menurut Provinsi, 2024","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Ikan Kembung Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2266/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Jagung Menurut Provinsi, 2024","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Jagung Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2264/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Jeruk Menurut Provinsi, 2024","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Jeruk Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2265/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Beras Menurut Provinsi, 2017 - 2024","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Beras Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1884/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Kedelai Menurut Provinsi, 2022","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Kedelai Menurut Provinsi, 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2202/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Telur Ayam Ras Menurut Provinsi, 2017 - 2022","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Telur Ayam Ras Menurut Provinsi, 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1879/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Minyak Goreng Menurut Provinsi, 2017 - 2022","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Minyak Goreng Menurut Provinsi, 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1877/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Tepung Terigu Menurut Provinsi, 2022","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Tepung Terigu Menurut Provinsi, 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2203/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Cabai Merah Menurut Provinsi, 2017 - 2021","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Cabai Merah Menurut Provinsi, 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1883/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Bawang Merah Menurut Provinsi, 2017 - 2021","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Bawang Merah Menurut Provinsi, 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1882/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Daging Ayam Ras Menurut Provinsi, 2017 - 2021","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Daging Ayam Ras Menurut Provinsi, 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1880/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Gula Pasir Menurut Provinsi, 2017 - 2020","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Gula Pasir Menurut Provinsi, 2020",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1878/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Margin Perdagangan dan Pengangkutan (MPP) Komoditas Daging Sapi Menurut Provinsi, 2017 - 2018","Margin Perdagangan dan Pengangkutan (MPP) Komoditas Daging Sapi Menurut Provinsi, 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1881/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Neraca Perdagangan Antar Wilayah Provinsi di Indonesia (Juta Rupiah), 2017 - 2018","Neraca Perdagangan Antar Wilayah Provinsi di Indonesia (Juta Rupiah), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1876/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Sebaran Pasar dan Pusat Perdagangan Menurut Klasifikasi, 2019","Sebaran Pasar dan Pusat Perdagangan Menurut Klasifikasi, 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1875/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Sebaran Pasar Rakyat Menurut Jenis Bangunan, 2019","Sebaran Pasar Rakyat Menurut Jenis Bangunan, 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1866/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Sebaran Pasar Rakyat Menurut Kelompok Komoditas Utama, 2019","Sebaran Pasar Rakyat Menurut Kelompok Komoditas Utama, 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1870/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Sebaran Pasar Rakyat Menurut Pengelola, 2019","Sebaran Pasar Rakyat Menurut Pengelola, 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1867/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Sebaran Pasar Rakyat Menurut Umur Renovasi (Tahun), 2019","Sebaran Pasar Rakyat Menurut Umur Renovasi (Tahun), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1863/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Sebaran Pasar Rakyat Menurut Umur/Tahun Beroperasi (Tahun), 2019","Sebaran Pasar Rakyat Menurut Umur/Tahun Beroperasi (Tahun), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1865/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Sebaran Pasar Rakyat Menurut Waktu Operasional (Hari Per Minggu), 2019","Sebaran Pasar Rakyat Menurut Waktu Operasional (Hari Per Minggu), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1862/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Sebaran Pusat Perbelanjaan Menurut Kelompok Komoditas Utama, 2019","Sebaran Pusat Perbelanjaan Menurut Kelompok Komoditas Utama, 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1869/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Sebaran Toko Swalayan Menurut Kelompok Komoditas Utama, 2019","Sebaran Toko Swalayan Menurut Kelompok Komoditas Utama, 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1868/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Jumlah Usaha yang Tidak Berbadan Hukum Menurut Lapangan Usaha, 1996 - 2004","Jumlah Usaha yang Tidak Berbadan Hukum Menurut Lapangan Usaha, 2004",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/48/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,Tabel Perkembangan UMKM pada Periode 1997 -2013,Tabel Perkembangan UMKM pada Periode 1997 -2013,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1322/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,Kata pengantar,Kata pengantar,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1735/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Banyaknya Usaha yang Tidak Berbadan Hukum Menurut Pulau/Provinsi, 1996 - 2004","Banyaknya Usaha yang Tidak Berbadan Hukum Menurut Pulau/Provinsi, 2004",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/749/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,"Banyaknya Usaha yang Tidak Berbadan Hukum Menurut Pulau/Provinsi, 1996-2004","Banyaknya Usaha yang Tidak Berbadan Hukum Menurut Pulau/Provinsi, 1996-2004",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1581/key/[WebAPI_KEY]
Statistik Ekonomi,Statistik Bisnis,Margin Perdagangan dan Pengangkutan (MPP) Komoditas Bawang Putih Menurut Provinsi,TIDAK BISA AMBIL DETAIL ATAU ENDPOINT,
Statistik Ekonomi,Statistik Bisnis,Margin Perdagangan dan Pengangkutan (MPP) Komoditas Susu Bubuk Menurut Provinsi,TIDAK BISA AMBIL DETAIL ATAU ENDPOINT,
Statistik Ekonomi,"Keuangan Pemerintah, Fiskal dan Statistik Sektor Publik","Realisasie Pendapatan dan Belanja Pemerintah Desa Menurut Provinsi (rupiah), 2020 - 2023","Realisasie Pendapatan dan Belanja Pemerintah Desa Menurut Provinsi (rupiah), 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/ZW16TjJSZkxtZG40ME1lTUJPRHVmdz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Ekonomi,"Keuangan Pemerintah, Fiskal dan Statistik Sektor Publik","Rekapitulasi Realisasi Penerimaan dan Pengeluaran Pemerintah Daerah Kabupaten/Kota Menurut Provinsi (ribu rupiah), 2022 - 2023","Rekapitulasi Realisasi Penerimaan dan Pengeluaran Pemerintah Daerah Kabupaten/Kota Menurut Provinsi (ribu rupiah), 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/V3FlSUU0aWh3OHFaVzBvOEViRVlNZz09/wilayah/0000000/key/[WebAPI_KEY]
